,data_name,data_source,full_validation_dataset,training_set_ratio,validation_set_ratio,test_set_ratio,tissue,cell_count,species,health_status,is_perturbed,perturbation_type,perturbation_count,has_temporal_info,sampling_point_count,temporal_value,temporal_unit,storage_path,data_type,sequencing_technology
463,WTX_DIFFEX.UBR5.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,14446,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
464,WTX_DIFFEX.ZFPM2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,13908,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
465,exp1-5.ATP5B.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8055,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
466,exp1-5.CARS.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7888,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
467,exp1-5.DAD1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8107,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
468,exp1-5.DDOST.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8063,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
469,exp1-5.DDRGK1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8302,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
470,exp1-5.EIF2B2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7967,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
471,exp1-5.EIF2B3.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7958,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
472,exp1-5.EIF2B4.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8050,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
473,exp1-5.HARS.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7943,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
474,exp1-5.IER3IP1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8030,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
475,exp1-5.MRPL39.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8030,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
476,exp1-5.OST4.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8122,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
477,exp1-5.QARS.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7765,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
478,exp1-5.SEC61A1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8092,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
479,exp1-5.SEC61G.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8213,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
480,exp1-5.SRP68.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8074,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
481,exp1-5.SRPR.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8117,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
482,exp1-5.SRPRB.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8061,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
483,exp1-5.TELO2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7970,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
484,exp1-5.TIMM23.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8265,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
485,exp1-5.TMED2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8179,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
486,exp1-5.TMEM167A.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7931,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
487,exp1-5.TTI1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7839,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
488,exp1-5.TTI2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7974,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
489,exp1-5.UFL1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8253,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
490,exp1-5.UFM1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8249,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
491,exp1-5.YIPF5.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7917,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
492,exp10.FDPS_HUS1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,1318,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
493,exp10.HUS1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,1304,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
494,exp6.ATR_FDPS.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4955,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
495,exp6.FDPS.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6792,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
496,exp6.FDPS_HMGCR.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,5242,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
497,exp6.FDPS_PMVK.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4903,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
498,exp6.FDPS_RRM1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4989,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
499,exp6.FDPS_SQLE.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4900,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
500,exp6.FDPS_SREBF2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,5022,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
501,exp6.HMGCR.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4983,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
502,exp6.HMGCR_SREBF1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4885,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
503,exp6.HMGCR_SREBF2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4942,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
504,exp6.HUS1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7691,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
505,exp6.HUS1_PMVK.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,5444,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
506,exp6.HUS1_RRM1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,4969,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
507,exp6.HUS1_SREBF2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,5144,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
508,exp6.SREBF2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,5027,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
509,exp7.ANAPC13.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7789,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
510,exp7.APOE.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7526,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
511,exp7.ASNA1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6832,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
512,exp7.ATM.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7488,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
513,exp7.ATP6V1A.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7190,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
514,exp7.ATR.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7321,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
515,exp7.C12orf45.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7675,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
516,exp7.C15orf41.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7015,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
517,exp7.C1orf131.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7848,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
518,exp7.C22orf15.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7558,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
519,exp7.C2orf15.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7588,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
520,exp7.CDK1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7171,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
521,exp7.CDK12.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7247,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
522,exp7.CDK6.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6853,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
523,exp7.CHCHD2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6736,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
524,exp7.CLUH.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6934,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
525,exp7.DBR1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7722,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
526,exp7.EEF1A1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6927,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
527,exp7.EEF1B2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7461,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
528,exp7.EEF2.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6760,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
529,exp7.EIF2S1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6661,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
530,exp7.EMC1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,8024,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
531,exp7.FTH1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6829,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
532,exp7.FTL.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6977,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
533,exp7.FUS.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7614,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
534,exp7.GAPDH.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6852,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
535,exp7.GPI.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7434,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
536,exp7.H3F3A.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6832,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
537,exp7.HINT1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7582,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
538,exp7.HK1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6790,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
539,exp7.HMGCS1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7216,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
540,exp7.HNRNPA1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7891,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
541,exp7.HNRNPA2B1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7604,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
542,exp7.HSF1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7541,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
543,exp7.HSP90AB1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7454,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
544,exp7.HSPA5.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6719,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
545,exp7.HSPA9.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6906,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
546,exp7.HSPD1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6729,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",day,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
547,exp7.HSPE1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6782,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
548,exp7.JUN.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6935,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
549,exp7.LDHA.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6932,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
550,exp7.LEO1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7853,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
551,exp7.MRPL17.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7917,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
552,exp7.MTOR.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7182,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
553,exp7.ORMDL1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7656,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
554,exp7.PABPC1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7472,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
555,exp7.PEX1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6699,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
556,exp7.PFKM.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7071,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
557,exp7.PIGF.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7493,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
558,exp7.POLR1D.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7410,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
559,exp7.POLR3A.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7308,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
560,exp7.PRAME.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6643,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
561,exp7.PRDX1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6905,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
562,exp7.PSMA5.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6954,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
563,exp7.RAN.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6619,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
564,exp7.RANBP1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6847,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
565,exp7.RICTOR.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6736,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
566,exp7.RPL22.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6740,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
567,exp7.RPL9.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7022,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
568,exp7.RPS14.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6586,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
569,exp7.RPS15.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6723,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
570,exp7.RPS25.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,7262,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
571,exp7.SEC61A1.link.h5ad,PerturBase,0,0.9,0.05,0.05,K562,6694,Homo sapiens,,1,Gene,1.0,1,2.0,"0,1",,/gpfs/hybrid/data/public/PerturBase/gene_perturb.pseudotime/5.link_cells,h5ad,RNA
